accession	description	base_count	scientific_name	tax_id	first_public	last_updated
AB703317	Drosophila ambigua Adh gene for alcohol dehydrogenase, partial cds, clone: D.ambigua.	405	Drosophila ambigua	7216	2012-03-18	2012-03-18
EU490429	Drosophila endobranchia alcohol dehydrogenase (Adh) gene, partial cds.	651	Drosophila endobranchia	508692	2008-03-11	2008-04-20
AB932650	Drosophila cardini Adh gene for alcohol dehydrogenase, partial cds, strain: E-17701.	833	Drosophila cardini	133981	2014-10-26	2014-10-26
GQ376037	Drosophila repleta alcohol dehydrogenase (ADH) gene, partial cds.	410	Drosophila repleta	30043	2009-08-02	2009-08-03
AY364515	Drosophila mojavensis strain MJS 93 alcohol dehydrogenase-2 (Adh2) gene, complete cds.	879	Drosophila mojavensis	7230	2004-01-30	2005-04-16
HQ631472	Drosophila constricta alcohol dehydrogenase (adh) gene, partial cds.	290	Drosophila constricta	94112	2011-08-30	2012-01-02
AY364519	Drosophila mojavensis strain MJS 87 alcohol dehydrogenase-2 (Adh2) gene, complete cds.	879	Drosophila mojavensis	7230	2004-01-30	2005-04-16
AY874365	Drosophila subobscura strain line 7 alcohol dehydrogenase (Adh-Twain) gene, partial cds.	1406	Drosophila subobscura	7241	2005-05-31	2005-05-31
AF136654	Drosophila americana americana D.am-.3X alcohol dehydrogenase (Adh) gene, partial cds.	884	Drosophila americana americana	95109	1999-06-03	2005-04-15
U94197	Drosophila disjuncta alcohol dehydrogenase (Adh) gene, partial cds.	222	Drosophila disjuncta	46796	1998-02-23	2005-04-18
X68160	D.pseudoobscura Adh gene for alcohol dehydrogenase (PS299)	3473	Drosophila pseudoobscura	7237	1992-10-08	2006-11-14
AY340283	Drosophila americana pop-variant DN01.05X alcohol dehydrogenase (Adh) gene, partial cds.	881	Drosophila americana	40366	2003-08-13	2005-04-16
AY364494	Drosophila mojavensis strain MJS 36 alcohol dehydrogenase 1 (Adh1) gene, complete cds.	880	Drosophila mojavensis	7230	2004-01-30	2005-04-16
AB026527	Drosophila lutescens gene for alcohol dehydrogenase, partial cds.	840	Drosophila lutescens	51159	1999-10-29	2005-04-14
AY874373	Drosophila subobscura strain line 33 alcohol dehydrogenase (Adh-Twain) gene, partial cds.	1419	Drosophila subobscura	7241	2005-05-31	2005-05-31
AY364510	Drosophila mojavensis strain MJS 14 alcohol dehydrogenase-2 (Adh2) gene, complete cds.	879	Drosophila mojavensis	7230	2004-01-30	2005-04-16
AY541089	Drosophila innubila strain CH1_M2 alcohol dehydrogenase-related protein (Adhr) gene, partial cds.	555	Drosophila innubila	198719	2004-12-13	2005-08-24
U94198	Drosophila iki alcohol dehydrogenase (Adh) gene, partial cds.	204	Drosophila iki	58311	1998-02-23	2005-04-18
AY044128	Drosophila ruberrima alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.	720	Drosophila ruberrima	98362	2002-08-06	2006-11-14
AY044129	Drosophila neohypocausta alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.	747	Drosophila neohypocausta	157057	2002-08-06	2006-11-14
AB026533	Drosophila saltans gene for alcohol dehydrogenase, partial cds.	847	Drosophila saltans	7273	1999-10-29	2005-04-14
AY006410	Drosophila hemipeza alcohol dehydrogenase (Adh) gene, partial cds.	510	Drosophila hemipeza	46800	2001-09-04	2005-09-26
AY154841	Drosophila arizonae strain ARTU 14 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	879	Drosophila arizonae	7263	2003-03-03	2005-04-16
AY364505	Drosophila mojavensis strain MJS 147.2F alcohol dehydrogenase 1 (Adh1) gene, complete cds.	880	Drosophila mojavensis	7230	2004-01-30	2005-04-16
AY006420	Drosophila neopicta alcohol dehydrogenase (Adh) gene, partial cds.	510	Drosophila neopicta	47048	2001-09-04	2005-09-26
AY154858	Drosophila arizonae strain ARTU 14 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	880	Drosophila arizonae	7263	2003-03-03	2005-04-16
AY081441	Drosophila bromeliae alcohol dehydrogenase (Adh) gene, partial cds.	289	Drosophila bromeliae	7278	2002-08-09	2005-04-16
AB669887	Drosophila mayri Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0591.01.	836	Drosophila mayri	137074	2014-01-02	2014-01-02
AY081442	Drosophila polychaeta alcohol dehydrogenase (Adh) gene, partial cds.	283	Drosophila polychaeta	30041	2002-08-09	2005-04-16
AB669888	Drosophila orosa Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0611.00.	839	Drosophila orosa	137076	2014-01-02	2014-01-02
AY750142	Drosophila gani alcohol dehydrogenase (Adh) gene, partial cds.	911	Drosophila gani	311479	2005-12-31	2006-07-20
AY154846	Drosophila arizonae strain ARTU 36 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	879	Drosophila arizonae	7263	2003-03-03	2005-04-16
DQ471658	Drosophila ezoana alcohol dehydrogenase (Adh) gene, partial cds.	711	Drosophila ezoana	47313	2006-07-20	2006-07-20
AY340289	Drosophila americana pop-variant NN00.04-8X alcohol dehydrogenase (Adh) gene, partial cds.	852	Drosophila americana	40366	2003-08-13	2005-04-16
DQ471668	Drosophila virilis alcohol dehydrogenase (Adh) gene, partial cds.	711	Drosophila virilis	7244	2006-07-20	2006-07-20
HQ631481	Drosophila parabipectinata alcohol dehydrogenase (adh) gene, partial cds.	290	Drosophila parabipectinata	186283	2011-08-30	2012-01-02
M17830	D.melanogaster (strain Fr-S) alcohol dehydrogenase gene (allele Adh-S), complete cds.	2722	Drosophila melanogaster	7227	1991-07-01	2006-11-14
M17832	D.melanogaster (strain Ja-S) alcohol dehydrogenase gene (allele Adh-S), complete cds.	2727	Drosophila melanogaster	7227	1991-07-01	2006-11-14
MF908506	Drosophila subpulchrella alcohol dehydrogenase (adh) gene, partial cds.	763	Drosophila subpulchrella	1486046	2018-08-19	2018-08-19
AB669855	Drosophila watanabei Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0531.02.	825	Drosophila watanabei	94109	2014-01-02	2014-01-02
X68166	D.pseudoobscura Adh gene for alcohol dehydrogenase (PS316)	3505	Drosophila pseudoobscura	7237	1992-10-08	2006-11-14
AY006423	Drosophila setosifrons alcohol dehydrogenase (Adh) gene, partial cds.	510	Drosophila setosifrons	46830	2001-09-04	2005-09-26
AY081443	Drosophila ornatipennis alcohol dehydrogenase (Adh) gene, partial cds.	277	Drosophila ornatipennis	133996	2002-08-09	2005-04-16
AY750134	Drosophila gani alcohol dehydrogenase (Adh) gene, partial cds.	911	Drosophila gani	311479	2005-12-31	2006-07-20
AY081439	Drosophila ornatifrons alcohol dehydrogenase (Adh) gene, partial cds.	283	Drosophila ornatifrons	30031	2002-08-09	2005-04-16
AY044124	Drosophila kohkoa alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.	725	Drosophila kohkoa	88883	2002-08-06	2006-11-14
U26837	Drosophila americana alcohol dehydrogenase (Adh) gene, complete cds.	950	Drosophila americana	40366	1995-06-22	2005-04-17
AY154853	Drosophila arizonae strain AR00 4 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	880	Drosophila arizonae	7263	2003-03-03	2005-04-16
U90954	Drosophila sinobscura alcohol dehydrogenase (Adh) gene, partial cds.	431	Drosophila sinobscura	57874	1997-11-14	2006-11-14
M17836	D.melanogaster (strain Af-F) alcohol dehydrogenase gene (allele Adh-F), complete cds.	2770	Drosophila melanogaster	7227	1991-07-01	2006-11-14
AB932645	Drosophila acutilabella Adh gene for alcohol dehydrogenase, partial cds, strain: 15181-2171.10.	845	Drosophila acutilabella	133978	2014-10-26	2014-10-26
U94194	Drosophila adunca alcohol dehydrogenase (Adh) gene, partial cds.	204	Drosophila adunca	46893	1998-02-23	2005-04-18
AY044125	Drosophila siamana alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.	725	Drosophila siamana	157059	2002-08-06	2006-11-14
X68162	D.pseudoobscura Adh gene for alcohol dehydrogenase (PS315)	3482	Drosophila pseudoobscura	7237	1992-10-08	2006-11-14
AY154840	Drosophila arizonae strain ARTU 10 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	878	Drosophila arizonae	7263	2003-03-03	2005-04-16
X68163	D.pseudoobscura Adh gene for alcohol dehydrogenase (PS306)	3489	Drosophila pseudoobscura	7237	1992-10-08	2006-11-14
AY364508	Drosophila mojavensis strain MJS 147.2F alcohol dehydrogenase-2 (Adh2) gene, complete cds.	880	Drosophila mojavensis	7230	2004-01-30	2005-04-16
Z00033	Drosophila mauritiana alcohol dehydrogenase gene and 5' flanks	1835	Drosophila mauritiana	7226	1986-07-02	2005-04-18
M55545	Drosophila subobscura alchohol dehydrogenase (Adh) and alcohol dehydrogenase (Adh-dup) genes, complete cds.	3980	Drosophila subobscura	7241	1992-04-30	2010-12-01
AY238772	Drosophila miranda strain 0101.5 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.	2042	Drosophila miranda	7229	2003-04-08	2005-04-16
AB932647	Drosophila arawakana Adh gene for alcohol dehydrogenase, partial cds, strain: 15182-2261.03.	838	Drosophila arawakana	30017	2014-10-26	2014-10-26
AY238774	Drosophila miranda strain 0101.9 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.	2042	Drosophila miranda	7229	2003-04-08	2005-04-16
AB194428	Drosophila merina Adh, Adhr genes for alcohol dehydrogenase, hypothetical protein, complete and partial cds.	1800	Drosophila merina	300357	2005-05-07	2006-02-27
AF045114	Drosophila sturtevanti strain 14043-0871.0 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.	405	Drosophila sturtevanti	30047	1998-06-02	2006-11-14
AB261137	Drosophila nasuta Adh gene for alcohol dehydrogenase, partial cds.	863	Drosophila nasuta	42062	2007-11-03	2007-11-03
AB932655	Drosophila falleni Adh gene for alcohol dehydrogenase, partial cds.	810	Drosophila falleni	7279	2014-10-26	2014-10-26
AF045120	Drosophila neocordata strain 14041-0831.0 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.	405	Drosophila neocordata	30039	1998-06-02	2006-11-14
AY154873	Drosophila mojavensis strain MJBC 115.4 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	880	Drosophila mojavensis	7230	2003-03-03	2005-04-16
AB932660	Drosophila innubila Adh gene for alcohol dehydrogenase, partial cds.	776	Drosophila innubila	198719	2014-10-26	2014-10-26
AF045118	Drosophila prosaltans strain 14045-0901.4 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.	405	Drosophila prosaltans	30042	1998-06-02	2006-11-14
AY154831	Drosophila mojavensis strain MJBC 47.3 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	880	Drosophila mojavensis	7230	2003-03-03	2005-04-16
AY154833	Drosophila mojavensis strain MJBC 95.1 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	880	Drosophila mojavensis	7230	2003-03-03	2005-04-16
DQ471611	Drosophila americana texana alcohol dehydrogenase (Adh) gene, partial cds.	711	Drosophila americana texana	40372	2006-07-20	2006-07-20
AY154871	Drosophila mojavensis strain MJBC 103.3 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	880	Drosophila mojavensis	7230	2003-03-03	2005-04-16
HQ232351	Drosophila hypercephala isolate c2 alcohol dehydrogenase gene, partial cds.	437	Drosophila hypercephala	1052065	2011-08-08	2011-08-08
X57362	Drosophila simulans (individual d) Adh gene for alcohol dehydrogenase	973	Drosophila simulans	7240	1991-07-17	2006-11-14
AY154875	Drosophila mojavensis strain MJBC 202.2 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	878	Drosophila mojavensis	7230	2003-03-03	2005-04-16
X57370	Drosophila yakuba (individual f) Adh gene for alcohol dehydrogenase	975	Drosophila yakuba	7245	1991-07-17	2006-11-14
AB932677	Drosophila testacea Adh gene for alcohol dehydrogenase, partial cds.	826	Drosophila testacea	38838	2015-01-14	2015-01-14
AY165542	Drosophila novamexicana alcohol dehydrogenase (Adh) gene, exons 1, 2, and 3 and partial cds.	743	Drosophila novamexicana	47314	2003-05-01	2006-11-14
AF260695	Drosophila gymnobasis alcohol dehydrogenase-related protein gene, partial cds.	506	Drosophila gymnobasis	7267	2000-09-20	2005-04-15
KM016469	Drosophila simulans isolate KY31 alcohol dehydrogenase-related gene, intron.	478	Drosophila simulans	7240	2014-09-24	2014-09-24
AB194424	Drosophila pseudoananassae nigrens Adh, Adhr genes for alcohol dehydrogenase, hypothetical protein, complete and partial cds.	1779	Drosophila pseudoananassae nigrens	296643	2005-05-07	2006-02-27
KM016472	Drosophila simulans isolate KY01 alcohol dehydrogenase-related gene, intron.	480	Drosophila simulans	7240	2014-09-24	2014-09-24
AF348878	Drosophila auraria strain WK alcohol dehydrogenase (adh) gene, exons 2, 3 and 4, and partial cds.	667	Drosophila auraria	47315	2001-04-16	2006-11-14
KM016475	Drosophila simulans isolate KY05 alcohol dehydrogenase-related gene, intron.	479	Drosophila simulans	7240	2014-09-24	2014-09-24
AF348885	Drosophila subauraria strain SP alcohol dehydrogenase (adh) gene, exons 2, 3 and 4, and partial cds.	667	Drosophila subauraria	137068	2001-04-16	2006-11-14
AB261131	Drosophila formosana Adh gene for alcohol dehydrogenase, partial cds.	839	Drosophila formosana	157056	2007-11-03	2007-11-03
CK131258	GH27610.3prime GH Drosophila melanogaster head pOT2 Drosophila melanogaster cDNA clone GH27610 3 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 08/14/2002, mRNA sequence.	607	Drosophila melanogaster	7227	2003-12-03	2003-12-03
M60991	Drosophila pseudoobscura bogotana alcohol dehydrogenase (adh) gene, complete cds.	3475	Drosophila pseudoobscura bogotana	46244	1992-01-26	2006-11-14
U95259	Drosophila willistoni Guana alcohol dehydrogenase (Adh) gene, complete cds.	1172	Drosophila willistoni	7260	1999-01-06	2005-04-18
CV790484	zaa36c05.x1 D yakuba testes cDNA Drosophila yakuba cDNA 3' similar to SW:ADH_DROME P00334 ALCOHOL DEHYDROGENASE , mRNA sequence.	726	Drosophila yakuba	7245	2004-11-12	2004-11-12
CV785893	zaa02h11.y1 D yakuba testes cDNA Drosophila yakuba cDNA 5' similar to SW:ADH_DROTE P28484 ALCOHOL DEHYDROGENASE , mRNA sequence.	467	Drosophila yakuba	7245	2004-11-12	2004-11-12
AB033642	Drosophila albomicans Adh mRNA for alcohol dehydrogenase, partial cds.	711	Drosophila albomicans	7291	1999-11-16	2006-07-17
AB261134	Drosophila neohypocausta Adh gene for alcohol dehydrogenase, partial cds.	879	Drosophila neohypocausta	157057	2007-11-03	2007-11-03
BI628420	RH56810.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH56810 5 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 08/22/2001, mRNA sequence.	590	Drosophila melanogaster	7227	2001-09-11	2001-09-11
AY279323	Drosophila erecta alcohol dehydrogenase related (Adhr) gene, partial cds.	319	Drosophila erecta	7220	2004-03-31	2006-11-14
AB932659	Drosophila histrio Adh gene for alcohol dehydrogenase, partial cds.	840	Drosophila histrio	198718	2015-01-14	2015-01-14
AF260691	Drosophila virilis alcohol dehydrogenase-related protein gene, partial cds.	456	Drosophila virilis	7244	2000-09-20	2005-04-15
X60792	D.melanogaster (strain RI32) Adh gene for alcohol dehydrogenase	1901	Drosophila melanogaster	7227	1991-10-07	2006-11-14
BI571028	RH05837.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH05837 5 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 07/26/2001, mRNA sequence.	676	Drosophila melanogaster	7227	2001-09-07	2001-09-07
U95273	Drosophila insularis FA alcohol dehydrogenase (Adh) gene, complete cds.	1183	Drosophila insularis	46792	1999-01-06	2005-04-18
BI571793	RH07086.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH07086 5 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 07/26/2001, mRNA sequence.	530	Drosophila melanogaster	7227	2001-09-07	2001-09-07
AB261140	Drosophila maculinotata Adh gene for alcohol dehydrogenase, partial cds.	840	Drosophila maculinotata	387622	2007-11-03	2007-11-03
BI571034	RH05843.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH05843 5 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 07/26/2001, mRNA sequence.	547	Drosophila melanogaster	7227	2001-09-07	2001-09-07
X57361	Drosophila simulans (individual c) Adh gene for alcohol dehydrogenase	969	Drosophila simulans	7240	1991-07-17	2006-11-14
CV042948	dba16c04.x1 Drosophila simulans testis pSport1 library Drosophila simulans cDNA 3' similar to SW:ADH_DROME P00334 ALCOHOL DEHYDROGENASE , mRNA sequence.	535	Drosophila simulans	7240	2004-08-24	2004-08-24
AY695387	Drosophila caribiana alcohol dehydrogenase (Adh) gene, exons 1 through 3 and partial cds Adh-Adhr intergenic spacer, complete sequence and ADHR (Adhr) gene, exon 1 and partial cds.	1141	Drosophila caribiana	133974	2006-08-01	2006-11-14
AA567713	HL01670.5prime HL Drosophila melanogaster head BlueScript Drosophila melanogaster cDNA clone HL01670 5prime similar to M22210: D.melanogaster thermostable FAST alcohol dehydrogenase allele gene, complete cds. DATE:12/18/97, mRNA sequence.	281	Drosophila melanogaster	7227	1997-09-11	2001-04-25
AB154546	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh05.	686	Drosophila kikkawai	30033	2004-04-01	2005-04-14
AF201431	Drosophila simulans isolate HW09 alcohol dehydrogenase (Adhr) gene, intron 1.	480	Drosophila simulans	7240	2000-07-03	2006-11-14
BF501656	AT17045.5prime AT Drosophila melanogaster adult testes pOTB7 Drosophila melanogaster cDNA clone AT17045 5 similar to CG5590: FBan0005590 'alcohol dehydrogenase, iron-dependent' located on: 3R 98A6-98A6 : 04/09/2001, mRNA sequence.	371	Drosophila melanogaster	7227	2000-12-07	2001-04-26
AA820792	LD24679.5prime LD Drosophila melanogaster embryo pOT2 Drosophila melanogaster cDNA clone LD24679 5 similar to CG2767: FBan0002767 GO:[alcohol dehydrogenase (NADP+) (GO:0008106)] located on: 3R 84E5-84E5 : 08/13/2002, mRNA sequence.	587	Drosophila melanogaster	7227	1998-02-18	2003-12-03
DQ471648	Drosophila barutani strain 245 alcohol dehydrogenase (Adh) gene, partial cds.	711	Drosophila barutani	381452	2006-07-20	2006-07-20
HQ110516	Drosophila prosaltans isolate D_Pros_c2 alcohol dehydrogenase (Adh) gene, partial cds.	859	Drosophila prosaltans	30042	2011-05-06	2011-06-02
HQ110517	Drosophila prosaltans isolate D_pros_c3 alcohol dehydrogenase (Adh) gene, partial cds.	828	Drosophila prosaltans	30042	2011-05-06	2011-06-02
JX455212	Drosophila simulans isolate HW03 alcohol dehydrogenase (Adhr) gene, intron 1.	480	Drosophila simulans	7240	2012-09-03	2014-01-02
